id,Morans_I,Gearys_C
0,0.6313633495071806,0.32164426704964966
1,0.7036680528555931,0.2775455169886191
2,0.7133498953324526,0.2648142303753852
3,0.7092447719132358,0.26418250256906195
4,0.6361662266653828,0.3225091434094179
5,0.6592004363784394,0.30289895607889233
6,0.629086426619898,0.3304152273456609
7,0.5746088918433412,0.37425962959653214
8,0.6376020943349576,0.32453817251415495
9,0.5754889889102425,0.378155550783397
10,0.6093202840872278,0.34950838240179777
11,0.6815840922040004,0.2917519634527899
12,0.6008512065406979,0.3590946224125934
13,0.6615191178825909,0.29788979608055943
14,0.6739775995175955,0.2906925932501342
15,0.6913277555095056,0.2823479944384251
16,0.6628653614590778,0.2989752701256367
17,0.6837513350816984,0.2868791301882017
18,0.6578369429528147,0.3071819794786592
19,0.6326856646501318,0.32687563322837165
20,0.6175929615242681,0.34193174110083535
21,0.5940646588020089,0.35950085221185757
22,0.5707388813079157,0.40639479090656355
23,0.6307686427398781,0.33653522694446797
24,0.6420096236845768,0.32980894571497815
25,0.6729984358494174,0.2949825837695763
26,0.6914387871501098,0.2853568345976323
27,0.6516053412275584,0.3120255215463319
28,0.622388135196012,0.3337865817029426
29,0.6532183737850121,0.311748313780254
30,0.5985369212857405,0.3548571803910982
31,0.6169277606426569,0.33950745600170823
32,0.5926389294211959,0.35928818546730107
33,0.6226634862151561,0.3552218559110416
34,0.6171468020978303,0.3524397283599409
35,0.6373786784746986,0.3364932458703307
36,0.6471820888733097,0.33313909157815785
37,0.6517749199828258,0.324410178250833
38,0.630928099962591,0.3392290197708734
39,0.610733801442145,0.3612052490903693
40,0.5278450474168326,0.45377765728008945
41,0.6245607165185288,0.34091700883779735
42,0.6050201355950605,0.36009841076175253
43,0.60462511348142,0.3543685929352959
44,0.6531520021409097,0.3273199694558553
45,0.6002303341713137,0.37971151199184866
46,0.649463855352375,0.3295532158248135
47,0.6800998947608987,0.31401780511324145
48,0.5325828638083727,0.44668266104133486
49,0.6219664196460227,0.3464291460092058
50,0.6426195868283177,0.326951467584446
51,0.6095804472448517,0.3513745155044102
52,0.6391220604635149,0.3225655689060679
53,0.59726985701393,0.3575091269888765
54,0.6599847395566683,0.3076478123930832
55,0.7036909555371382,0.2696767164456735
56,0.694433718685657,0.28003600702440407
57,0.7040547867208891,0.27605277738255635
58,0.6499478236122596,0.31365237657912326
59,0.6524306210487408,0.3132314588325059
60,0.6276701269570358,0.3319546670627623
61,0.6072930172994115,0.3446286670568249
62,0.6751476550061271,0.2882773453325096
63,0.6767020510549084,0.2906454987386452
64,0.6647572717090495,0.2995428560789675
65,0.6426877147764071,0.3147723265578382
66,0.6183391868504166,0.33569859990830636
67,0.6075282788241207,0.34897153686427507
68,0.5779448202080341,0.385667116123724
69,0.6263342848101845,0.34583901888599766
70,0.605248091230495,0.3637682678691969
71,0.6312842143639634,0.3443928083780871
72,0.6281558966659428,0.349960836922088
73,0.6233134432147988,0.3451417829568554
74,0.6210952784667328,0.34763430966930886
75,0.6271647564930651,0.3419847391487476
76,0.6693021520890122,0.30660217172142284
77,0.6056378587988082,0.3659377394862953
78,0.6596028535940838,0.31921533326939266
79,0.6139581078724167,0.3665522421656763
80,0.6226579899115532,0.35876880202199335
81,0.6025073265897276,0.37509058715247023
82,0.629481024696026,0.3344745890626712
83,0.6425356303461751,0.3332944348106721
84,0.6160055729387451,0.35768121770915806
85,0.5047927722125392,0.4380848202100795
86,0.6627411696804884,0.299267428241195
87,0.6916491154347758,0.2803011693452235
88,0.7183006987161513,0.26427576686910564
89,0.6704852488496432,0.2996714910022932
90,0.6875921039918242,0.2817155084126452
91,0.6563743914790138,0.31285167425762017
92,0.6267884240044823,0.34891106806228833
93,0.5147361629998924,0.46101440646773184
94,0.6452949267145632,0.31821338453863746
95,0.6717160236808134,0.2924367304182754
96,0.6479623281811311,0.32311155156885485
97,0.6295911702611732,0.34233788104882923
98,0.6452137450043245,0.31357982652548466
99,0.6895923317324827,0.28678567662683524
100,0.7138454578009751,0.2826510597771643
101,0.768935781395281,0.22494746963443196
102,0.7346899063153095,0.2602744045729757
103,0.6724936639044647,0.3231647065843811
104,0.7418284464251929,0.2516286759526421
105,0.7603783259382858,0.23409598935286446
106,0.8023157405577745,0.1937686035608965
107,0.7858518677196855,0.2095782851505974
108,0.713845457800975,0.2826510597771644
109,0.7603783259382858,0.23409598935286446
110,0.8023157405577745,0.1937686035608965
111,0.6871827069039278,0.30948226135706947
112,0.7202802510564094,0.27736047366870253
113,0.7420040126120426,0.2590565319862885
114,0.7502574967834575,0.2507512371818504
115,0.5980345391607275,0.393294356609768
116,0.6917184537942226,0.2968455481216498
117,0.6845159342737642,0.3088071746680866
118,0.7284983940975795,0.2616893581683478
119,0.7485215663750877,0.2525916043873822
120,0.7295102989894152,0.27240355762707447
121,0.7141091663480515,0.28803336070516683
122,0.7206397571162311,0.2774974900133525
123,0.6743130996598301,0.32582481721771106
124,0.6749052672384127,0.31817554422258626
125,0.638703780929164,0.3519979097162588
126,0.7243116247401244,0.26721631395009243
127,0.7443646481650397,0.2490472417279996
128,0.7651117008288282,0.23501665261047455
129,0.7137193760851472,0.28718582189044434
130,0.7507977198371787,0.2505069681200626
131,0.7259975521249153,0.2746030031216834
132,0.559693214764121,0.4395439852954135
133,0.6486589451622374,0.34996232870510346
134,0.6067283104630031,0.3916393265779646
135,0.6155022507150759,0.38306087352383045
136,0.5712472634456878,0.4265985938397554
137,0.5853454660710081,0.4106304267628121
138,0.6077909081251777,0.3862157222195247
139,0.5210470063137173,0.4725324950049378
140,0.6570487223680791,0.337143886232731
141,0.6621162356512679,0.331658288960332
142,0.6849311736953617,0.30977231833653873
143,0.7130388631044786,0.2888789891223515
144,0.7701244318010618,0.22372809148950734
145,0.6932742824303482,0.3039677539220508
146,0.7339190725719758,0.26452411454823216
147,0.7622283730360447,0.23520512475409328
148,0.6485659778116648,0.3473911614249568
149,0.7494346482443359,0.2479218753783766
150,0.7256095350942112,0.2704642256641545
151,0.7567281865938789,0.24196570820002108
152,0.7184198724404344,0.2793739141091212
153,0.7170273018143934,0.2795054180213835
154,0.6863918461503724,0.31164039382992365
155,0.7326466692258877,0.2636301919318008
156,0.5476089607104432,0.43102837512677483
157,0.4979447511635704,0.47879374101202177
158,0.4910350240002027,0.4795505802465734
159,0.4494956870348237,0.5439372527804257
160,0.5235387634773221,0.4772138015099229
161,0.5638813342948853,0.41891209353602304
162,0.5856786458132588,0.39403563713871687
163,0.5558719500354163,0.40270411182392873
164,0.5450089567994328,0.43679966656624414
165,0.7243084581625069,0.2733404650452886
166,0.6816528568960596,0.3094412661324624
167,0.6057761501347173,0.38867351438060077
168,0.7328806066808091,0.2595127298288282
169,0.6316376480831404,0.36357852688926523
170,0.6867035897306272,0.30904931117045914
171,0.7124775787640218,0.2830394515065727
172,0.6679813522177703,0.32751085634948146
173,0.7545154266054837,0.23984630639066337
174,0.7633887951022534,0.23254910476445068
175,0.729006731285491,0.2662965760685392
176,0.6477960354650779,0.35074934377757766
177,0.6658911086690777,0.32638234976787706
178,0.6662842089101065,0.3277062229933184
179,0.604323355653977,0.39320545985240396
180,0.6275528508546288,0.37187112598325145
181,0.5118807636532513,0.4852596829246009
182,0.5918703570469364,0.40867371619187864
183,0.54988519675876,0.4485188911045421
184,0.615028849814748,0.3834351576487843
185,0.5240940686955583,0.47669142130440434
186,0.6925971249455546,0.3079172990734744
187,0.5939480224095292,0.4043985806597076
188,0.6040255560303063,0.39237647525220226
189,0.5039371168543787,0.4957208633093647
190,0.6047070835358395,0.3943823181865664
191,0.7770627038927852,0.22261811033019197
192,0.5498843826875218,0.42497739521812017
193,0.6484865477644162,0.35088142459743343
194,0.6280415012857447,0.36762313819071224
195,0.6810706732192957,0.2990257008935387
196,0.5867127299675217,0.39411868840826003
197,0.5999768065327539,0.3932688175151285
198,0.5648493452789012,0.4244662219372715
199,0.5582857592710051,0.4082722441801138
200,0.5573206816709413,0.41644297948890296
201,0.6518749403948364,0.3329057702863209
202,0.7128085353812776,0.28302439295532844
203,0.7809454630259733,0.21964212585356835
204,0.7141630017132948,0.2723517130685295
205,0.49803899766834514,0.4892279616141072
206,0.6404381858505251,0.36177183758788123
207,0.5333276099036894,0.4671908104703048
208,0.6101208198276468,0.38035270855796993
209,0.6330670989229332,0.36071332541685736
210,0.5501883022157188,0.44279765800965937
211,0.6399963474938276,0.36103622372991595
212,0.7600673356433566,0.23173745084319228
213,0.7706468033261116,0.22072642546845972
214,0.6491123413328318,0.3516044627351363
215,0.6659976605734919,0.31544375195288465
216,0.6525038813936502,0.3471419580369044
217,0.674930096740296,0.2924280369604469
218,0.5240164762134629,0.41076957298816746
219,0.6292857015794501,0.3352548788158006
220,0.6379305205156659,0.32525122735342415
221,0.6771810911656118,0.317328026818803
222,0.7027432284316144,0.28311371547960335
223,0.6403705923378605,0.3524155991745306
224,0.43280859960698737,0.4800303365425685
225,0.7376202112811183,0.2556446474025512
226,0.7468431253857557,0.2368422535775726
227,0.625054553030597,0.3572905670701183
228,0.6491203151878924,0.3178008930239753
229,0.7287263686801283,0.264060333401935
230,0.5607183203826692,0.42920493389336933
231,0.7110333179259991,0.2818076652300679
232,0.6137162274104359,0.3717706361450081
233,0.7110163826540827,0.2771125782766728
234,0.5662395381626163,0.413079296739871
235,0.7505818259784759,0.24171527644357577
236,0.6178222582340318,0.37376793792877316
237,0.6001092547957781,0.3823947647509855
238,0.5805144917245831,0.3698307281077897
239,0.7296469111967764,0.2586769985711204
240,0.6512385467741391,0.3177053050983526
241,0.5959153183837332,0.3639494065649788
242,0.6788465454377852,0.29579129529813564
243,0.6835323487878137,0.31599483343013207
244,0.7034421069171755,0.29654921926391603
245,0.6940642098242794,0.306327167350698
246,0.6101957108297745,0.3882111746458549
247,0.5938341598495174,0.38258939974133166
248,0.6440995791158202,0.35752811976784127
249,0.5796715223228652,0.39382813444016346
250,0.7188854838784027,0.2620529628062257
251,0.7232137661274004,0.26079602566827775
252,0.6099912921597839,0.38801164569970265
253,0.6134600217037292,0.34421799727693847
254,0.7767286067466165,0.2214038504787953
255,0.6015661604839697,0.40054639178342616
256,0.5956652433775663,0.4022434802022753
257,0.6644256116120135,0.3334348406068529
258,0.5345313957478334,0.46484088234268295
259,0.6838015766820325,0.30315254524366747
260,0.71789090705423,0.28080916177232473
261,0.5844680235204912,0.4035168177710703
262,0.5880377920901515,0.4030653440747481
263,0.6827428076386128,0.31441089215897483
264,0.6623174418797331,0.32992470869992085
265,0.6454688294247702,0.313998949417025
266,0.6492755934182175,0.3167443236871128
267,0.7082482726014567,0.27942380319055043
268,0.7018873716424935,0.2722272347373416
269,0.664777993247361,0.3266217157031476
270,0.6956447976818908,0.2901067463418876
271,0.6778458525095777,0.3211591508778104
272,0.6887589602067262,0.30413396504486495
273,0.6507129256881454,0.3522978102153802
274,0.7511081291774806,0.2506506190020475
275,0.7124721233727814,0.2884804356486021
276,0.6984551847775288,0.3025667890765546
277,0.7063835938260625,0.29526713214040656
278,0.706700034299184,0.29460011203458925
279,0.7298855849494565,0.27132465789678284
280,0.7218770039234078,0.2796787102223547
281,0.7186088625519681,0.28306047369021164
282,0.7196971556263929,0.27275362602246755
283,0.709233321627045,0.29294379421171574
284,0.6887453745665266,0.3136531780401081
285,0.6829688586003975,0.3189440914818264
286,0.7083756473159993,0.29150484061171184
287,0.7424527094641857,0.2577547376420155
288,0.7761050605881838,0.22445438414974156
289,0.6933039801131857,0.308284339788447
290,0.7043557359382829,0.29633620267605615
291,0.719571621906329,0.2818479846174576
292,0.7497905157060732,0.2501702604409287
293,0.6878873619246644,0.31051459337978093
294,0.7022415175326753,0.29941736232479277
295,0.6968522289490751,0.3049186068326542
296,0.7308267032201217,0.26810604288343715
297,0.7058272130018327,0.295409010786097
298,0.6583903117583716,0.33535160825421845
299,0.7518324650833705,0.24788270931859477
300,0.7608783537653403,0.23993190414839666
301,0.6819957086662587,0.31549905821652474
302,0.6571726086196071,0.33108945231023185
303,0.7337951603145858,0.2672761368183475
